name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"New York City,USA",2024-05-03,18.4,11.2,14.3,18.4,11.2,14.3,8.6,69.2,0,0,0,,0,0,64.8,20.1,81.4,1021.4,31.7,15.9,170.8,15,8,10,2024-05-03T05:51:29,2024-05-03T19:54:58,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-04,15.7,10.6,12.4,15.7,10.6,12.4,7.2,71,0,0,0,,0,0,33.2,21.6,95.3,1026.3,59.9,16,150.9,13,7,10,2024-05-04T05:50:17,2024-05-04T19:55:59,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-05,12.2,10,10.9,12.2,7.7,10.7,8.8,86.6,0.421,100,33.33,rain,0,0,33.5,21.7,81.3,1024.5,100,14.2,36.4,3.2,1,10,2024-05-05T05:49:05,2024-05-05T19:57:01,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-06,22.9,12.2,16,22.9,12.2,16,13.3,84.6,0.05,100,8.33,rain,0,0,47.9,11,351.5,1015.6,75.8,9.2,162.5,14.1,7,10,2024-05-06T05:47:55,2024-05-06T19:58:02,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-07,26.7,15.8,20.4,26.2,15.8,20.4,9.3,53.2,0,0,0,,0,0,61.2,16.1,60.8,1008.5,3.2,15.8,316.3,27.3,9,10,2024-05-07T05:46:47,2024-05-07T19:59:03,0,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-08,28.4,17.9,22.5,28.2,17.9,22.6,14.5,63.7,0.505,100,16.67,rain,0,0,65.9,30.7,262.4,1002.7,53,15.4,245.2,21.2,10,30,2024-05-08T05:45:39,2024-05-08T20:00:04,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-09,22.2,16.2,18.7,22.2,16.2,18.7,9,54,0,0,0,,0,0,59.4,14.4,35.2,1006.5,18.7,16,155,13.4,7,10,2024-05-09T05:44:34,2024-05-09T20:01:04,0.05,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-10,15,10.6,11.5,15,10.6,11.5,8.2,80.5,0.366,100,33.33,rain,0,0,66.6,25.3,58,1008.7,100,15.9,47,4.2,2,10,2024-05-10T05:43:29,2024-05-10T20:02:04,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-11,16.6,9.3,12.5,16.6,8,12.3,6.5,68.5,0,0,0,,0,0,71,21.8,141.6,1011.2,23.2,15.9,316.9,27.2,10,10,2024-05-11T05:42:26,2024-05-11T20:03:04,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-12,14.3,9.3,11.3,14.3,8.2,11.1,7.1,75.9,0.195,100,29.17,rain,0,0,76,14.6,208.4,1013.5,77.8,15.9,161.5,13.9,8,10,2024-05-12T05:41:25,2024-05-12T20:04:03,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-13,17.8,10,13.4,17.8,8.3,13.4,9.3,76.6,0,0,0,,0,0,73.8,20.2,232.8,1018,58.2,15.7,143.3,12.3,6,10,2024-05-13T05:40:25,2024-05-13T20:05:02,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-14,21.2,13.3,17.4,21.2,13.3,17.4,12.2,72.2,0.031,100,4.17,rain,0,0,81.5,15.8,240.3,1016,41.4,16,160.3,13.9,7,10,2024-05-14T05:39:27,2024-05-14T20:06:01,0.21,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-15,18.3,15,16.1,18.3,15,16.1,13.9,87.1,0.319,100,54.17,rain,0,0,53.5,27.7,40.4,1010,99.9,15,87.4,7.6,5,10,2024-05-15T05:38:30,2024-05-15T20:06:58,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,F1417,KNYC,72503014732"
"New York City,USA",2024-05-16,18.8,15,16.7,18.8,15,16.7,13.7,82.6,0.317,100,33.33,rain,0,0,48.7,27.2,28.3,1006.3,100,13.8,115.5,10,5,10,2024-05-16T05:37:35,2024-05-16T20:07:56,0.28,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,72503014732"
"New York City,USA",2024-05-17,21.7,15.6,18.2,21.7,15.6,18.2,11.6,66.5,0.005,100,4.17,rain,0,0,38.6,27.3,36,1013.9,89.7,15.8,186.6,16,7,10,2024-05-17T05:36:42,2024-05-17T20:08:53,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
"New York City,USA",2024-05-18,20.6,15.1,17,20.6,15.1,17,12.1,73.9,0.066,100,20.83,rain,0,0,14.8,18.1,64.2,1015.2,53.5,15.9,154.7,13.4,7,10,2024-05-18T05:35:50,2024-05-18T20:09:49,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-19,23.3,13.9,18.2,23.3,13.9,18.2,12.8,71.8,0,0,0,,0,0,54.2,20.2,68.5,1015.7,66.1,16,298.1,25.7,10,10,2024-05-19T05:35:01,2024-05-19T20:10:44,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-20,22.2,13.4,17.4,22.2,13.4,17.4,12.5,74.1,0,0,0,,0,0,66.6,16.2,156,1017.3,16.1,15.8,305.7,26.5,9,10,2024-05-20T05:34:12,2024-05-20T20:11:39,0.41,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-21,27.8,14.4,20.6,28.2,14.4,20.6,14.7,70.9,0,0,0,,0,0,77.8,11.5,193.1,1015.6,9.8,15.9,320.3,27.6,9,10,2024-05-21T05:33:26,2024-05-21T20:12:33,0.44,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-22,27.9,18,23.1,28.2,18,23.1,15.5,63.2,0,0,0,,0,0,74.2,14.9,224.8,1014.2,3.1,16,319,27.6,9,10,2024-05-22T05:32:41,2024-05-22T20:13:27,0.47,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-23,25.6,20,22.3,25.6,20,22.3,16.7,70.8,1.062,100,8.33,rain,0,0,70.2,24.1,253.8,1011.7,19.1,15.4,167.6,14.3,9,10,2024-05-23T05:31:58,2024-05-23T20:14:19,0.5,Rain,Clear conditions throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-24,29.3,19.4,24.2,28,19.4,23.8,12.1,52.4,0,0,0,,0,0,81.4,14.6,247,1010.5,0.7,16,333.1,28.9,10,10,2024-05-24T05:31:17,2024-05-24T20:15:11,0.54,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-25,26.1,18.9,22.2,26.1,18.9,22.2,10.9,50.4,0,0,0,,0,0,55.4,16.1,97.5,1011.6,1.3,15.9,296.7,25.7,10,10,2024-05-25T05:30:38,2024-05-25T20:16:02,0.57,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-26,26.2,18.9,21.4,26.2,18.9,21.4,17.2,78,0,0,0,,0,0,27.7,16.6,120,1012.7,51.6,15.7,303.3,26.1,10,10,2024-05-26T05:30:01,2024-05-26T20:16:52,0.61,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-27,22.9,18.9,20,22.9,18.9,20,18.3,90.1,0.919,100,25,rain,0,0,53.6,18.6,148,1010.3,96.5,14.3,87.7,7.7,4,10,2024-05-27T05:29:26,2024-05-27T20:17:41,0.65,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-28,26.7,18.9,22.5,26.7,18.9,22.5,14.5,64.1,0,0,0,,0,0,74.2,35.7,267.1,1007.2,35,15.9,304.3,26.4,10,10,2024-05-28T05:28:52,2024-05-28T20:18:29,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-29,25.5,16.7,20.4,25.5,16.7,20.4,12.7,62.8,0.754,100,8.33,rain,0,0,67.9,33.7,249.3,1012.6,33.7,15.5,261.5,22.6,10,10,2024-05-29T05:28:20,2024-05-29T20:19:16,0.72,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-30,22.1,15,18.7,22.1,15,18.7,10.8,63.7,0.29,100,25,rain,0,0,75.1,21.7,356.6,1014.5,89.2,15.9,183.3,15.8,10,10,2024-05-30T05:27:51,2024-05-30T20:20:02,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-05-31,25.5,15.6,20.7,25.5,15.6,20.7,6.6,41.8,0,0,0,,0,0,51.8,14.7,318.7,1020,30.6,15.9,315.5,27.3,10,10,2024-05-31T05:27:23,2024-05-31T20:20:46,0.79,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
